SN,Province,District,Admin_div,Position,Ward,Age,Gender,Party,Vote,Status
24209,Province 5,Rupandehi,Devdaha Urban Municipality,Ward Member,10,44,M,Nepali Congress,1088,Elected
24210,Province 5,Rupandehi,Devdaha Urban Municipality,Female Ward Member,10,38,F,Nepali Congress,1161,Elected
24211,Province 5,Rupandehi,Devdaha Urban Municipality,Dalit Female Ward Member,10,30,F,Nepali Congress,1157,Elected
24212,Province 5,Rupandehi,Devdaha Urban Municipality,Ward President,11,61,M,Nepali Congress,709,Elected
24213,Province 5,Rupandehi,Devdaha Urban Municipality,Ward Member,11,55,M,Nepali Congress,724,Elected
24214,Province 5,Rupandehi,Devdaha Urban Municipality,Ward Member,11,39,M,Nepali Congress,702,Elected
24215,Province 5,Rupandehi,Devdaha Urban Municipality,Female Ward Member,11,38,F,Nepali Congress,725,Elected
24216,Province 5,Rupandehi,Devdaha Urban Municipality,Dalit Female Ward Member,11,52,F,Nepali Congress,714,Elected
24217,Province 5,Rupandehi,Devdaha Urban Municipality,Ward President,12,37,M,Communist Party of Nepal (UML),454,Elected
24218,Province 5,Rupandehi,Devdaha Urban Municipality,Ward Member,12,31,M,Communist Party of Nepal (UML),490,Elected
24219,Province 5,Rupandehi,Devdaha Urban Municipality,Ward Member,12,63,M,Communist Party of Nepal (UML),478,Elected
24220,Province 5,Rupandehi,Devdaha Urban Municipality,Female Ward Member,12,56,F,Communist Party of Nepal (UML),512,Elected
24221,Province 5,Rupandehi,Devdaha Urban Municipality,Dalit Female Ward Member,12,47,F,Communist Party of Nepal (UML),515,Elected
24222,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Mayor,  ,54,M,Communist Party of Nepal (UML),23249,Elected
24223,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Vice-Mayor,  ,44,F,Communist Party of Nepal (UML),25301,Elected
24224,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,1,47,M,Communist Party of Nepal (UML),659,Elected
24225,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,1,51,M,Communist Party of Nepal (UML),698,Elected
24226,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,1,35,M,Communist Party of Nepal (UML),658,Elected
24227,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,1,69,F,Nepali Congress,627,Elected
24228,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,1,40,F,Communist Party of Nepal (UML),680,Elected
24229,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,2,52,M,Communist Party of Nepal (UML),1520,Elected
24230,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,2,59,M,Communist Party of Nepal (UML),1369,Elected
24231,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,2,32,M,Communist Party of Nepal (UML),1286,Elected
24232,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,2,40,F,Communist Party of Nepal (UML),1465,Elected
24233,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,2,39,F,Communist Party of Nepal (UML),1375,Elected
24234,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,3,70,M,Communist Party of Nepal (UML),1337,Elected
24235,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,3,49,M,Communist Party of Nepal (UML),1445,Elected
24236,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,3,65,M,Communist Party of Nepal (UML),1414,Elected
24237,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,3,49,F,Communist Party of Nepal (UML),1481,Elected
24238,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,3,36,F,Communist Party of Nepal (UML),1486,Elected
24239,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,4,55,M,Communist Party of Nepal (UML),1412,Elected
24240,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,4,53,M,Communist Party of Nepal (UML),1336,Elected
24241,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,4,65,M,Communist Party of Nepal (UML),1305,Elected
24242,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,4,64,F,Communist Party of Nepal (UML),1355,Elected
24243,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,4,51,F,Communist Party of Nepal (UML),1376,Elected
24244,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,5,59,M,Communist Party of Nepal (UML),390,Elected
24245,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,5,48,M,Communist Party of Nepal (UML),485,Elected
24246,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,5,31,M,Communist Party of Nepal (UML),451,Elected
24247,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,5,40,F,Communist Party of Nepal (UML),433,Elected
24248,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,5,47,F,Communist Party of Nepal (UML),409,Elected
24249,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,6,55,M,Communist Party of Nepal (UML),1300,Elected
24250,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,6,58,M,Communist Party of Nepal (UML),1238,Elected
24251,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,6,55,M,Communist Party of Nepal (UML),1120,Elected
24252,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,6,48,F,Communist Party of Nepal (UML),1322,Elected
24253,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,6,63,F,Communist Party of Nepal (UML),1326,Elected
24254,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,7,57,M,Communist Party of Nepal (UML),1874,Elected
24255,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,7,42,M,Communist Party of Nepal (UML),2044,Elected
24256,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,7,46,F,Communist Party of Nepal (UML),1965,Elected
24257,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,7,51,F,Communist Party of Nepal (UML),2028,Elected
24258,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,7,56,F,Communist Party of Nepal (UML),2011,Elected
24259,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,8,69,M,Communist Party of Nepal (UML),1526,Elected
24260,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,8,59,M,Communist Party of Nepal (UML),1442,Elected
24261,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,8,67,M,Communist Party of Nepal (UML),1418,Elected
24262,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,8,46,F,Communist Party of Nepal (UML),1484,Elected
24263,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,8,44,F,Communist Party of Nepal (UML),1504,Elected
24264,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,9,48,M,Communist Party of Nepal (UML),1281,Elected
24265,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,9,60,M,Communist Party of Nepal (UML),1343,Elected
24266,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,9,51,M,Communist Party of Nepal (UML),1277,Elected
24267,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,9,47,F,Communist Party of Nepal (UML),1312,Elected
24268,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,9,46,F,Communist Party of Nepal (UML),1268,Elected
24269,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,10,52,M,Communist Party of Nepal (UML),657,Elected
24270,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,10,32,M,Communist Party of Nepal (UML),790,Elected
24271,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,10,46,M,Communist Party of Nepal (UML),752,Elected
24272,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,10,49,F,Communist Party of Nepal (UML),751,Elected
24273,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,10,54,F,Communist Party of Nepal (UML),767,Elected
24274,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,11,55,M,Communist Party of Nepal (UML),4733,Elected
24275,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,11,40,M,Communist Party of Nepal (UML),4610,Elected
24276,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,11,56,M,Communist Party of Nepal (UML),4481,Elected
24277,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,11,56,F,Communist Party of Nepal (UML),4785,Elected
24278,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,11,52,F,Communist Party of Nepal (UML),4678,Elected
24279,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,12,50,M,Communist Party of Nepal (UML),1169,Elected
24280,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,12,46,M,Communist Party of Nepal (UML),1290,Elected
24281,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,12,37,M,Communist Party of Nepal (UML),1207,Elected
24282,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,12,62,F,Communist Party of Nepal (UML),1272,Elected
24283,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,12,54,F,Communist Party of Nepal (UML),1292,Elected
24284,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,13,42,M,Nepali Congress,1765,Elected
24285,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,13,47,M,Communist Party of Nepal (UML),1432,Elected
24286,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,13,51,M,Nepali Congress,1347,Elected
24287,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,13,53,F,Communist Party of Nepal (UML),1568,Elected
24288,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,13,26,F,Communist Party of Nepal (UML),1527,Elected
24289,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,14,44,M,Communist Party of Nepal (UML),972,Elected
24290,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,14,40,M,Communist Party of Nepal (UML),952,Elected
24291,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,14,38,M,Communist Party of Nepal (UML),872,Elected
24292,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,14,41,F,Communist Party of Nepal (UML),951,Elected
24293,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,14,39,F,Communist Party of Nepal (UML),950,Elected
24294,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,15,44,M,Communist Party of Nepal (UML),966,Elected
24295,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,15,54,M,Communist Party of Nepal (UML),963,Elected
24296,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,15,40,M,Communist Party of Nepal (UML),903,Elected
24297,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,15,57,F,Communist Party of Nepal (UML),992,Elected
24298,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,15,28,F,Communist Party of Nepal (UML),988,Elected
24299,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,16,49,M,Communist Party of Nepal (UML),933,Elected
24300,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,16,50,M,Communist Party of Nepal (UML),804,Elected
24301,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,16,57,M,Communist Party of Nepal (UML),772,Elected
24302,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,16,39,F,Communist Party of Nepal (UML),813,Elected
24303,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,16,38,F,Communist Party of Nepal (UML),846,Elected
24304,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,17,57,M,Communist Party of Nepal (UML),541,Elected
24305,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,17,60,M,Communist Party of Nepal (UML),576,Elected
24306,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,17,48,M,Communist Party of Nepal (UML),537,Elected
24307,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,17,46,F,Communist Party of Nepal (UML),591,Elected
24308,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,17,48,F,Communist Party of Nepal (UML),580,Elected
24309,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,18,66,M,Nepali Congress,473,Elected
24310,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,18,49,M,Communist Party of Nepal (UML),469,Elected
24311,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,18,44,M,Communist Party of Nepal (UML),439,Elected
24312,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,18,44,F,Communist Party of Nepal (UML),469,Elected
24313,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,18,31,F,Communist Party of Nepal (UML),467,Elected
24314,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward President,19,69,M,Nepali Congress,943,Elected
24315,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,19,34,M,Nepali Congress,827,Elected
24316,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Ward Member,19,57,M,Communist Party of Nepal (UML),779,Elected
24317,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Female Ward Member,19,39,F,Nepali Congress,950,Elected
24318,Province 5,Rupandehi,Butwal Sub-Metropolitian City,Dalit Female Ward Member,19,42,F,Nepali Congress,914,Elected
24319,Province 5,Rupandehi,Marchawari Rural Municipality,Mayor,  ,44,M,Sanghiya Samajbadi Forum-Nepal (SSFN),3405,Elected
24320,Province 5,Rupandehi,Marchawari Rural Municipality,Vice-Mayor,  ,27,F,Sanghiya Samajbadi Forum-Nepal (SSFN),2054,Elected
24321,Province 5,Rupandehi,Marchawari Rural Municipality,Ward President,1,32,M,Nepali Congress,521,Elected
24322,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,1,67,M,Nepali Congress,468,Elected
24323,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,1,55,M,Nepali Congress,395,Elected
24324,Province 5,Rupandehi,Marchawari Rural Municipality,Female Ward Member,1,50,F,Nepali Congress,498,Elected
24325,Province 5,Rupandehi,Marchawari Rural Municipality,Dalit Female Ward Member,1,66,F,Nepali Congress,450,Elected
24326,Province 5,Rupandehi,Marchawari Rural Municipality,Ward President,2,34,M,Sanghiya Samajbadi Forum-Nepal (SSFN),340,Elected
24327,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,2,32,M,Sanghiya Samajbadi Forum-Nepal (SSFN),325,Elected
24328,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,2,39,M,Sanghiya Samajbadi Forum-Nepal (SSFN),257,Elected
24329,Province 5,Rupandehi,Marchawari Rural Municipality,Female Ward Member,2,35,F,Sanghiya Samajbadi Forum-Nepal (SSFN),308,Elected
24330,Province 5,Rupandehi,Marchawari Rural Municipality,Dalit Female Ward Member,2,63,F,Sanghiya Samajbadi Forum-Nepal (SSFN),307,Elected
24331,Province 5,Rupandehi,Marchawari Rural Municipality,Ward President,3,41,M,Sanghiya Samajbadi Forum-Nepal (SSFN),508,Elected
24332,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,3,47,M,Sanghiya Samajbadi Forum-Nepal (SSFN),507,Elected
24333,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,3,55,M,Nepali Congress,316,Elected
24334,Province 5,Rupandehi,Marchawari Rural Municipality,Female Ward Member,3,49,F,Sanghiya Samajbadi Forum-Nepal (SSFN),537,Elected
24335,Province 5,Rupandehi,Marchawari Rural Municipality,Dalit Female Ward Member,3,34,F,Sanghiya Samajbadi Forum-Nepal (SSFN),595,Elected
24336,Province 5,Rupandehi,Marchawari Rural Municipality,Ward President,4,42,M,Independent,429,Elected
24337,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,4,43,M,Independent,282,Elected
24338,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,4,45,M,Independent,280,Elected
24339,Province 5,Rupandehi,Marchawari Rural Municipality,Female Ward Member,4,44,F,Nepali Congress,285,Elected
24340,Province 5,Rupandehi,Marchawari Rural Municipality,Dalit Female Ward Member,4,43,F,Independent,309,Elected
24341,Province 5,Rupandehi,Marchawari Rural Municipality,Ward President,5,29,M,Sanghiya Samajbadi Forum-Nepal (SSFN),405,Elected
24342,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,5,32,M,Independent,350,Elected
24343,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,5,35,M,Sanghiya Samajbadi Forum-Nepal (SSFN),319,Elected
24344,Province 5,Rupandehi,Marchawari Rural Municipality,Female Ward Member,5,42,F,Sanghiya Samajbadi Forum-Nepal (SSFN),343,Elected
24345,Province 5,Rupandehi,Marchawari Rural Municipality,Dalit Female Ward Member,5,69,F,Independent,337,Elected
24346,Province 5,Rupandehi,Marchawari Rural Municipality,Ward President,6,57,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",457,Elected
24347,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,6,65,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",610,Elected
24348,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,6,34,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",532,Elected
24349,Province 5,Rupandehi,Marchawari Rural Municipality,Female Ward Member,6,58,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",478,Elected
24350,Province 5,Rupandehi,Marchawari Rural Municipality,Dalit Female Ward Member,6,50,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",559,Elected
24351,Province 5,Rupandehi,Marchawari Rural Municipality,Ward President,7,62,M,Sanghiya Samajbadi Forum-Nepal (SSFN),463,Elected
24352,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,7,60,M,Sanghiya Samajbadi Forum-Nepal (SSFN),485,Elected
24353,Province 5,Rupandehi,Marchawari Rural Municipality,Ward Member,7,45,M,Sanghiya Samajbadi Forum-Nepal (SSFN),439,Elected
24354,Province 5,Rupandehi,Marchawari Rural Municipality,Female Ward Member,7,65,F,Sanghiya Samajbadi Forum-Nepal (SSFN),496,Elected
24355,Province 5,Rupandehi,Marchawari Rural Municipality,Dalit Female Ward Member,7,40,F,Sanghiya Samajbadi Forum-Nepal (SSFN),488,Elected
24356,Province 5,Rupandehi,Mayadevi Rural Municipality,Mayor,  ,46,M,Nepali Congress,2816,Elected
24357,Province 5,Rupandehi,Mayadevi Rural Municipality,Vice-Mayor,  ,49,F,Nepali Congress,2213,Elected
24358,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward President,1,35,M,Rastriya Prajatantra Party,599,Elected
24359,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,1,47,M,Sanghiya Samajbadi Forum-Nepal (SSFN),542,Elected
24360,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,1,64,M,Rastriya Prajatantra Party,516,Elected
24361,Province 5,Rupandehi,Mayadevi Rural Municipality,Female Ward Member,1,37,F,Rastriya Prajatantra Party,555,Elected
24362,Province 5,Rupandehi,Mayadevi Rural Municipality,Dalit Female Ward Member,1,82,F,Rastriya Prajatantra Party,547,Elected
24363,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward President,2,54,M,"Naya Shakti Party, Nepal",474,Elected
24364,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,2,41,M,"Naya Shakti Party, Nepal",431,Elected
24365,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,2,52,M,"Naya Shakti Party, Nepal",396,Elected
24366,Province 5,Rupandehi,Mayadevi Rural Municipality,Female Ward Member,2,61,F,"Naya Shakti Party, Nepal",412,Elected
24367,Province 5,Rupandehi,Mayadevi Rural Municipality,Dalit Female Ward Member,2,49,F,"Naya Shakti Party, Nepal",445,Elected
24368,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward President,3,31,M,Independent,581,Elected
24369,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,3,50,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",429,Elected
24370,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,3,31,M,Independent,388,Elected
24371,Province 5,Rupandehi,Mayadevi Rural Municipality,Female Ward Member,3,36,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",415,Elected
24372,Province 5,Rupandehi,Mayadevi Rural Municipality,Dalit Female Ward Member,3,60,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",399,Elected
24373,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward President,4,58,M,Independent,304,Elected
24374,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,4,53,M,Independent,284,Elected
24375,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,4,40,M,Bahujan Shakti Party,263,Elected
24376,Province 5,Rupandehi,Mayadevi Rural Municipality,Female Ward Member,4,58,F,Bahujan Shakti Party,265,Elected
24377,Province 5,Rupandehi,Mayadevi Rural Municipality,Dalit Female Ward Member,4,66,F,Independent,274,Elected
24378,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward President,5,41,M,Nepali Congress,297,Elected
24379,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,5,38,M,Nepali Congress,337,Elected
24380,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,5,36,M,Sanghiya Samajbadi Forum-Nepal (SSFN),273,Elected
24381,Province 5,Rupandehi,Mayadevi Rural Municipality,Female Ward Member,5,47,F,Nepali Congress,303,Elected
24382,Province 5,Rupandehi,Mayadevi Rural Municipality,Dalit Female Ward Member,5,35,F,Nepali Congress,289,Elected
24383,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward President,6,35,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",447,Elected
24384,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,6,67,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",438,Elected
24385,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,6,61,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",432,Elected
24386,Province 5,Rupandehi,Mayadevi Rural Municipality,Female Ward Member,6,34,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",492,Elected
24387,Province 5,Rupandehi,Mayadevi Rural Municipality,Dalit Female Ward Member,6,43,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",478,Elected
24388,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward President,7,49,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",507,Elected
24389,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,7,61,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",524,Elected
24390,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,7,67,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",472,Elected
24391,Province 5,Rupandehi,Mayadevi Rural Municipality,Female Ward Member,7,59,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",517,Elected
24392,Province 5,Rupandehi,Mayadevi Rural Municipality,Dalit Female Ward Member,7,31,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",522,Elected
24393,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward President,8,57,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",318,Elected
24394,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,8,66,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",365,Elected
24395,Province 5,Rupandehi,Mayadevi Rural Municipality,Ward Member,8,65,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",301,Elected
24396,Province 5,Rupandehi,Mayadevi Rural Municipality,Female Ward Member,8,59,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",327,Elected
24397,Province 5,Rupandehi,Mayadevi Rural Municipality,Dalit Female Ward Member,8,48,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",349,Elected
24398,Province 5,Rupandehi,Rohini Rural Municipality,Mayor,  ,34,M,Sanghiya Samajbadi Forum-Nepal (SSFN),3760,Elected
24399,Province 5,Rupandehi,Rohini Rural Municipality,Vice-Mayor,  ,46,F,Rastriya Prajatantra Party,3531,Elected
24400,Province 5,Rupandehi,Rohini Rural Municipality,Ward President,1,46,M,Rastriya Prajatantra Party,490,Elected
24401,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,1,43,M,Sanghiya Samajbadi Forum-Nepal (SSFN),516,Elected
24402,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,1,46,M,Sanghiya Samajbadi Forum-Nepal (SSFN),506,Elected
24403,Province 5,Rupandehi,Rohini Rural Municipality,Female Ward Member,1,42,F,Sanghiya Samajbadi Forum-Nepal (SSFN),517,Elected
24404,Province 5,Rupandehi,Rohini Rural Municipality,Dalit Female Ward Member,1,35,F,Sanghiya Samajbadi Forum-Nepal (SSFN),516,Elected
24405,Province 5,Rupandehi,Rohini Rural Municipality,Ward President,2,52,M,Sanghiya Samajbadi Forum-Nepal (SSFN),679,Elected
24406,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,2,31,M,Sanghiya Samajbadi Forum-Nepal (SSFN),741,Elected
24407,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,2,32,M,Communist Party of Nepal (Maoist Centre),610,Elected
24408,Province 5,Rupandehi,Rohini Rural Municipality,Female Ward Member,2,31,F,Sanghiya Samajbadi Forum-Nepal (SSFN),695,Elected
24409,Province 5,Rupandehi,Rohini Rural Municipality,Dalit Female Ward Member,2,67,F,Sanghiya Samajbadi Forum-Nepal (SSFN),697,Elected
24410,Province 5,Rupandehi,Rohini Rural Municipality,Ward President,3,53,M,Rastriya Prajatantra Party,1258,Elected
24411,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,3,63,M,Rastriya Prajatantra Party,1163,Elected
24412,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,3,44,M,Rastriya Prajatantra Party,1069,Elected
24413,Province 5,Rupandehi,Rohini Rural Municipality,Female Ward Member,3,32,F,Rastriya Prajatantra Party,1175,Elected
24414,Province 5,Rupandehi,Rohini Rural Municipality,Dalit Female Ward Member,3,25,F,Rastriya Prajatantra Party,1168,Elected
24415,Province 5,Rupandehi,Rohini Rural Municipality,Ward President,4,33,M,Rastriya Prajatantra Party,688,Elected
24416,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,4,37,M,Rastriya Prajatantra Party,646,Elected
24417,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,4,49,M,Rastriya Prajatantra Party,599,Elected
24418,Province 5,Rupandehi,Rohini Rural Municipality,Female Ward Member,4,43,F,Rastriya Prajatantra Party,660,Elected
24419,Province 5,Rupandehi,Rohini Rural Municipality,Dalit Female Ward Member,4,47,F,Rastriya Prajatantra Party,641,Elected
24420,Province 5,Rupandehi,Rohini Rural Municipality,Ward President,5,47,M,Sanghiya Samajbadi Forum-Nepal (SSFN),580,Elected
24421,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,5,54,M,Sanghiya Samajbadi Forum-Nepal (SSFN),553,Elected
